"WKT"
"MULTILINESTRING ((1398673.4789091996 -704083.80603402876,1398697.6095397288 -704237.50917736418))"
"MULTILINESTRING ((1398770.3737006679 -704848.41081570648,1398777.6351447236 -704889.88062461116))"
"MULTILINESTRING ((1399540.7520013009 -704307.33397909056,1399556.1097743872 -704395.51399401436))"
"MULTILINESTRING ((1397165.54517 -702028.06788163946,1397204.784140256 -701952.52952274226))"
"MULTILINESTRING ((1400409.0431525782 -708634.79919482162,1400609.7268937165 -709291.08813461394,1400741.3616193647 -709529.80229884118))"
"MULTILINESTRING ((1401177.7074188653 -713405.2015743145,1401047.280841775 -713554.66871370503,1400883.107608516 -713536.34031312237))"
"MULTILINESTRING ((1401106.2354447495 -708899.21063642961,1401149.9758507016 -708824.32261913351))"
"MULTILINESTRING ((1402220.6018159559 -710841.83843113366,1402130.5330442656 -710771.61032305704))"
"MULTILINESTRING ((1400320.1397232912 -707275.3391283165,1400215.119054195 -707362.47271044157))"
"MULTILINESTRING ((1401009.0623833886 -707702.69656778569,1400957.8832278121 -707789.26446400944,1401036.4431820558 -707970.67587894457))"
"MULTILINESTRING ((1400756.2861651552 -708657.4561684177,1400615.8751539891 -708564.9105485772))"
"MULTILINESTRING ((1398126.4439890776 -702093.28815722419,1398160.6938493005 -702146.79465556319))"
"MULTILINESTRING ((1399184.4447459888 -704369.55486967938,1399030.8078954332 -704396.86851879372))"
"MULTILINESTRING ((1400639.8667087483 -713743.43009456643,1400704.5099916931 -713737.60538644437))"
"MULTILINESTRING ((1401134.3651801557 -707703.26478072454,1401155.6818024169 -707656.52875872352))"
"MULTILINESTRING ((1401090.2487469283 -710654.33340646245,1401294.8156046008 -710573.94981790613))"
"MULTILINESTRING ((1398570.994593242 -702312.339046799,1398527.2539404742 -702262.20285246626))"
"MULTILINESTRING ((1397928.898883078 -702501.00508410775,1397921.0068063522 -702464.49859646813))"
"MULTILINESTRING ((1379357.0273641273 -718789.95502079139,1379295.5417665159 -718817.76934134786))"
"MULTILINESTRING ((1377380.1688114132 -721100.6760406968,1377484.4021186267 -721051.16424086306))"
"MULTILINESTRING ((1378068.088580149 -721431.50892159552,1378133.1791918599 -721508.01316802052))"
"MULTILINESTRING ((1377325.9292175602 -723697.16046789242,1377404.0052994336 -723757.20620197384,1377573.1226507558 -723775.79053215391))"
"MULTILINESTRING ((1379398.1615787295 -731065.69675400888,1380955.4920790521 -731607.34515509673))"
"MULTILINESTRING ((1380939.3637652274 -723559.68048299267,1381115.2225067248 -723918.10835962126))"
"MULTILINESTRING ((1378051.5611476111 -721165.10151142045,1378059.0953275946 -721325.79227087728,1377922.2526047679 -721459.25593259418))"
"MULTILINESTRING ((1377533.1539355589 -721419.79999182478,1377635.9282072601 -721633.4252332506))"
"MULTILINESTRING ((1380808.7759430963 -729392.97212589264,1381116.443568845 -729447.12508713594))"
"MULTILINESTRING ((1377328.4678884058 -720912.71926941897,1377336.9840742261 -720964.94284639682))"
"MULTILINESTRING ((1377113.7481592295 -726377.05270757573,1377272.2167259343 -726104.17884114163,1377250.0503946296 -725874.57393058611))"
"MULTILINESTRING ((1383926.3980946199 -720335.59052784473,1384019.8378072574 -720402.36491090525))"
"MULTILINESTRING ((1379716.620578751 -720943.56864958152,1379691.763228355 -720927.40824790066))"
"MULTILINESTRING ((1385244.3203389617 -722737.08064254443,1385368.6856038887 -722573.00116768584))"
"MULTILINESTRING ((1377707.6635072117 -721782.92451860569,1377397.1306820617 -721930.42034128064))"
"MULTILINESTRING ((1380925.46600116 -721311.84357096883,1380764.4922421258 -721291.84876593936,1380673.7749610892 -721092.74368772982,1380590.2295210403 -721027.6716409449))"
"MULTILINESTRING ((1386880.5545051957 -722909.09362583177,1386802.8731015651 -722896.90057744796,1386772.8457222565 -722817.38925748772))"
"MULTILINESTRING ((1385570.8219162356 -723314.16381323803,1385539.7677382152 -723140.04687850701))"
"MULTILINESTRING ((1379483.5688868898 -729649.99052933161,1379528.4372701256 -729506.87881954026))"
"MULTILINESTRING ((1378938.4584275081 -720907.23299361009,1378992.1100986141 -720881.84665438929))"
"MULTILINESTRING ((1376811.0203328682 -720321.81944633729,1376853.5049399619 -720562.69093862525))"
"MULTILINESTRING ((1379458.9752226949 -731189.59794775629,1379430.0886752603 -731280.27061013167))"
"MULTILINESTRING ((1376704.6799463914 -726141.89826859161,1376700.598898198 -726065.74642000918))"
"MULTILINESTRING ((1381417.6731703891 -723056.90130009456,1381462.1907668428 -723219.50808920816))"
"MULTILINESTRING ((1378913.6841751705 -723488.79857505183,1378910.2981941688 -723594.14997603686,1378808.3399306401 -723733.46044699906))"
"MULTILINESTRING ((1378296.901076393 -719755.0647398181,1378303.0659071086 -719841.19633106247))"
"MULTILINESTRING ((1384101.8005725092 -719537.95865908882,1384135.494516308 -719507.05755714804))"
"MULTILINESTRING ((1385942.8708468596 -722513.32979086495,1385897.6317725515 -722605.39884853677))"
"MULTILINESTRING ((1380647.6706763324 -722386.18518883421,1380601.0569143831 -722385.82129619445))"
"MULTILINESTRING ((1379763.3036888626 -720440.85429109575,1379783.4280058136 -720442.30529520521))"
"MULTILINESTRING ((1381502.0209794748 -720908.82353201287,1381579.9418500848 -721368.695386354))"
"MULTILINESTRING ((1380841.346684285 -720844.36687525152,1380908.5863962981 -720895.13024522504))"
"MULTILINESTRING ((1382332.446312916 -720373.61573086539,1382406.0438362362 -720410.48747995181))"
"MULTILINESTRING ((1379284.3213748469 -730637.71837755467,1379283.7828151633 -730284.58799640345,1379440.5278951016 -730064.92156340752,1379423.0764543938 -729882.94379742537))"
"MULTILINESTRING ((1380808.7759430963 -729392.97212589264,1380910.2682635013 -729715.27385854733,1381242.0181276998 -730246.03377136576,1381821.1435129282 -730895.80244034494))"
"MULTILINESTRING ((1378443.8767418663 -718675.35389613861,1378698.3768244025 -718512.05801675422,1379032.612110371 -718604.81111611542,1379267.5647764783 -718518.99175199098,1379377.6044282783 -718527.50958000543))"
"MULTILINESTRING ((1383547.3867643771 -719477.93545301934,1383610.8094500094 -719414.41067106312))"
"MULTILINESTRING ((1377695.1683633544 -721715.91535934492,1377854.4343069354 -721746.07005030802))"
"MULTILINESTRING ((1386977.4375851981 -724996.38748866704,1386975.7179315807 -725007.57536523906))"
"MULTILINESTRING ((1380841.346684285 -720844.36687525152,1380862.393918464 -720797.07010123564))"
"MULTILINESTRING ((1388903.7645185294 -723382.49561373692,1388551.0358165368 -723426.59862733597,1388441.7668879959 -723508.93148097489))"
"MULTILINESTRING ((1390142.5638713799 -724535.22170316032,1390112.4901765282 -724500.69820324215,1389881.7337359299 -724573.47737757885))"
"MULTILINESTRING ((1378992.1100986141 -720881.84665438929,1379129.8709961495 -720803.29831071023))"
"MULTILINESTRING ((1386251.616296913 -722971.65689577488,1386348.1903184224 -723108.89270556159))"
"MULTILINESTRING ((1381452.1847418854 -719552.89240391331,1381621.630942639 -719525.8199998776))"
"MULTILINESTRING ((1384672.8184899462 -721177.53540723084,1384619.5643664489 -721151.91741465125))"
"MULTILINESTRING ((1408437.4141005746 -734342.21539743,1408384.1705705675 -734269.07625130587))"
"MULTILINESTRING ((1396884.4454779471 -731811.06857124693,1396884.4559805512 -731816.12565640616))"
"MULTILINESTRING ((1411161.3021361888 -738217.32890462503,1411146.5098333713 -738163.38129603246))"
"MULTILINESTRING ((1389652.4260835862 -727756.53753837198,1389748.4941381803 -727769.93572683737))"
"MULTILINESTRING ((1402325.8962420677 -738066.75574623817,1402394.0287144042 -738052.80171462533,1402396.7091903146 -737963.02904104954,1402471.3467000816 -737912.55469399597))"
"MULTILINESTRING ((1386501.3749282903 -726262.04264786362,1386406.9889200844 -726337.77619345102))"
"MULTILINESTRING ((1409558.9212077023 -740665.59227522323,1409619.9188628788 -740919.61323243112))"
"MULTILINESTRING ((1384845.2603364934 -733253.10533379891,1384798.2700138215 -733470.53300913889))"
"MULTILINESTRING ((1410987.4439197257 -745117.35646279017,1410943.5182310217 -745050.93591019034))"
"MULTILINESTRING ((1406537.6367762631 -736739.28847277397,1406495.7604809313 -736725.22604233457))"
"MULTILINESTRING ((1411156.4804557422 -744764.48933173099,1411208.5912599927 -745061.2437468766))"
"MULTILINESTRING ((1411208.5912599927 -745061.2437468766,1411264.7285556956 -745380.26317765098))"
"MULTILINESTRING ((1409517.6567854171 -735005.1905441347,1409481.2989802524 -734984.92927252618))"
"MULTILINESTRING ((1411263.4786004771 -739151.64441409695,1411070.659029081 -739196.79107115278))"
"MULTILINESTRING ((1400392.9378285452 -709872.67647078307,1400372.2080959333 -709952.51505724131))"
"MULTILINESTRING ((1400712.380419316 -709685.46313160402,1400769.604734669 -709769.00107936072))"
"MULTILINESTRING ((1400126.0459845646 -706219.82641895791,1400053.5086531264 -706250.42476587952))"
"MULTILINESTRING ((1397653.1611020565 -706288.11806202109,1397654.3766303712 -706401.03414451075))"
"MULTILINESTRING ((1399153.6198899543 -702615.35901765479,1399123.173741617 -702639.16047830076))"
"MULTILINESTRING ((1399665.0036473123 -706247.22553868673,1399580.5740557143 -706197.47019917448))"
"MULTILINESTRING ((1400687.9854688779 -711014.19409583614,1400628.8116937529 -711203.45500042336))"
"MULTILINESTRING ((1400078.2995799524 -707733.54862421833,1400089.5696831152 -707632.21670687967))"
"MULTILINESTRING ((1398336.7865145069 -708294.9333541228,1398500.1345784885 -708267.08978611359))"
"MULTILINESTRING ((1399388.1930271932 -706121.16847085359,1399345.7604533033 -706184.40629519778))"
"MULTILINESTRING ((1403023.1440729203 -711230.4089455877,1403046.8691856845 -711290.23892819998))"
"MULTILINESTRING ((1398008.6578428354 -702297.79255336046,1398120.9760525948 -702313.73478393594,1398103.5316250471 -702357.49912796495,1398019.5630046593 -702359.65361451416))"
"MULTILINESTRING ((1398083.6066342569 -704725.14190944866,1397979.5247020889 -704692.53923292644))"
"MULTILINESTRING ((1400403.233714316 -706920.2721647307,1400450.9211071827 -707007.07255756541))"
"MULTILINESTRING ((1399210.0794432908 -705369.7142638854,1399217.3844643435 -705380.16898023034))"
"MULTILINESTRING ((1400420.0385437147 -707464.30293152214,1400363.5925708695 -707513.6003555865,1400351.3482541493 -707656.976305319))"
"MULTILINESTRING ((1401438.8181813434 -708964.96863118338,1401440.3376208376 -709050.6980770696))"
"MULTILINESTRING ((1400553.5993935924 -706592.29663733707,1400574.922076128 -706617.22660921444))"
"MULTILINESTRING ((1398026.846342389 -705828.09065949707,1397940.8150391032 -705639.20398396195,1398017.5604046604 -705580.98574115557,1398170.0684116224 -705613.85757456871))"
"MULTILINESTRING ((1398018.0595850728 -702026.04121323256,1398016.5850235503 -702062.53011912317))"
"MULTILINESTRING ((1398283.6063612297 -706152.37056237413,1398210.9499626991 -706181.05053642963,1398171.9777776755 -706129.77993494598))"
"MULTILINESTRING ((1399791.2009642171 -704915.48850059439,1399737.7615360504 -704922.30792198447))"
"MULTILINESTRING ((1398319.2378081025 -701988.13072217093,1398330.6516170921 -701961.91992147034))"
"MULTILINESTRING ((1401393.6991231169 -711729.2496888825,1401350.4280942886 -711680.85581477708))"
"MULTILINESTRING ((1401021.6848014796 -713276.76797166094,1400989.1990937011 -713099.19169505849,1401039.33032299 -713023.89348945476))"
"MULTILINESTRING ((1398472.9027977977 -701620.15866811853,1398547.7870200588 -701867.73657166271))"
"MULTILINESTRING ((1410369.7986821292 -730535.60278263455,1410626.3924897076 -731171.78304252424))"
"MULTILINESTRING ((1398250.0303259897 -707942.28479565203,1398336.7865145069 -708294.9333541228))"
"MULTILINESTRING ((1398697.1020166092 -704485.95917603478,1398718.9403770028 -704482.05315047165))"
"MULTILINESTRING ((1397921.0068063522 -702464.49859646813,1397868.0829299439 -702466.89204088447))"
"MULTILINESTRING ((1410196.2563622992 -730285.01994858158,1410268.4250819543 -730435.76353270805))"
"MULTILINESTRING ((1398757.6312652079 -708711.00390857342,1398816.0473375923 -708757.14142242412))"
"MULTILINESTRING ((1401336.2343732237 -707982.98018193513,1401358.1709598009 -708084.26957744895,1401472.0020317102 -708202.62580034882,1401427.8024187791 -708375.63771043904))"
"MULTILINESTRING ((1397897.6013286547 -706553.28386068752,1397973.044398617 -706650.23092111992,1397905.2802944256 -706705.53494523373))"
"MULTILINESTRING ((1399354.7728320477 -711038.14758087706,1399346.7915341808 -710999.2505882862))"
"MULTILINESTRING ((1400251.657795656 -706110.2733616042,1400291.9920868783 -706095.70504585013))"
"MULTILINESTRING ((1398991.3198908726 -704938.96025084471,1399052.9740252132 -704959.34400956822))"
"MULTILINESTRING ((1379357.0273641273 -718789.95502079139,1379551.4472728258 -719090.4747399491))"
"MULTILINESTRING ((1378705.7582202856 -730197.93762790866,1378643.7377831119 -730114.63983628491))"
"MULTILINESTRING ((1377247.5057833456 -725141.30362823431,1377293.304280662 -725133.852459052))"
"MULTILINESTRING ((1385682.0896526051 -721687.03364165523,1385624.8074989379 -721614.81244018849,1385571.897750953 -721634.13095105509))"
"MULTILINESTRING ((1383351.3683422192 -720163.45737144479,1383325.7955141652 -720279.06610108039))"
"MULTILINESTRING ((1381320.1289328437 -719207.8584752063,1381348.026987148 -719439.29993331514))"
"MULTILINESTRING ((1376793.2239831891 -720205.09419870819,1377101.6580741832 -720153.37897704798))"
"MULTILINESTRING ((1375406.1021571408 -726768.0108422843,1375411.9363956254 -726793.27947154373))"
"MULTILINESTRING ((1382525.9970411346 -722242.64998806408,1382712.4585002437 -722273.31250638387))"
"MULTILINESTRING ((1379610.8354590335 -724067.33321649022,1379846.5925949549 -724299.21124505938))"
"MULTILINESTRING ((1380212.4029177616 -719387.36935756588,1380226.9380654502 -719498.20531005913,1380304.9180215495 -719532.1935642201,1380496.5597208296 -719348.76661078178,1380477.0387247191 -719165.73887679691,1380380.0479175874 -719124.79388870415))"
"MULTILINESTRING ((1381369.1664092508 -719434.31162728253,1381452.1847418854 -719552.89240391331))"
"MULTILINESTRING ((1378767.7456983342 -730281.25990076177,1378639.4130553135 -730362.24009931542,1378540.1269331279 -730321.66508886847))"
"MULTILINESTRING ((1380908.5863962981 -720895.13024522504,1381158.8154679418 -721041.54878615052))"
"MULTILINESTRING ((1378699.6416994934 -730844.19060536381,1378727.118912789 -730757.94331625977))"
"MULTILINESTRING ((1384435.7163036165 -723491.63943934918,1384600.1442562379 -723365.99477671506,1384693.0001832154 -722885.97557392064))"
"MULTILINESTRING ((1379090.5831006884 -730788.53703669354,1379115.7811178691 -730856.53984239127))"
"MULTILINESTRING ((1379538.7517294274 -721338.34807616298,1379618.4426997409 -721332.56588216836))"
"MULTILINESTRING ((1381685.2349913632 -721352.03284946294,1381681.9176208216 -721560.0949485962,1381861.0652479522 -721645.15059325274))"
"MULTILINESTRING ((1381889.6084404525 -721342.67477369728,1381867.4365837038 -721234.95863655256))"
"MULTILINESTRING ((1378280.2388270204 -722594.64319152152,1378310.9493672661 -722627.97035990236))"
"MULTILINESTRING ((1377545.6683737994 -720631.42603815102,1377653.7444907548 -720613.7315993075))"
"MULTILINESTRING ((1375939.3185155671 -726416.95441378246,1375711.9009316931 -726383.33001065231,1375618.2350193101 -726505.20963417611))"
"MULTILINESTRING ((1389088.1825336777 -723209.26378962141,1389029.6975050224 -723281.72488594358))"
"MULTILINESTRING ((1381914.4364569823 -720751.96210095729,1381941.8060770028 -720708.73591955041,1381899.868696512 -720739.49305226211))"
"MULTILINESTRING ((1379505.9367648207 -724199.40556873765,1379411.5090611819 -724235.92069386202))"
"MULTILINESTRING ((1398242.0314139095 -706993.20588405605,1398458.4954697669 -707069.08770972502))"
"MULTILINESTRING ((1398555.8610416858 -705787.172811436,1398534.0016190598 -705679.37825308787))"
"MULTILINESTRING ((1400251.657795656 -706110.2733616042,1400283.8269022075 -706219.57583157613))"
"MULTILINESTRING ((1397570.9378041457 -701982.43864196201,1397440.140888379 -701957.09321116167,1397339.6608662547 -701872.41663136962))"
"MULTILINESTRING ((1401058.1704253994 -709904.85373787885,1401323.314599735 -710245.06229415524))"
"MULTILINESTRING ((1400084.972397838 -708364.20111292042,1400124.1633970849 -708108.69693366694))"
"MULTILINESTRING ((1400317.4453965609 -706562.99466898665,1400308.6020652496 -706491.44371440634))"
"MULTILINESTRING ((1401437.2571061458 -708791.34339139098,1401379.7830584373 -708775.41598924028))"
"MULTILINESTRING ((1400387.0676526728 -711621.35031053191,1400686.4746278105 -711534.03726123658))"
"MULTILINESTRING ((1400648.9045988028 -710847.43083095807,1400540.6759068947 -710871.02459173894))"
"MULTILINESTRING ((1398083.6066342569 -704725.14190944866,1398073.8987929337 -704948.25854461885))"
"MULTILINESTRING ((1400502.8862557265 -706703.55040895997,1400485.6329576136 -706627.83719863277))"
"MULTILINESTRING ((1399741.1378126903 -705495.1397892402,1399603.7940522349 -705492.52074889862))"
"MULTILINESTRING ((1398770.3737006679 -704848.41081570648,1398900.5384102522 -704881.98762625526))"
"MULTILINESTRING ((1400451.075709847 -707118.41536498582,1400552.5615536973 -707233.21511208382))"
"MULTILINESTRING ((1399741.1378126903 -705495.1397892402,1399833.708964 -705712.55305669666))"
"MULTILINESTRING ((1397863.2048992841 -703782.95001245441,1397780.7658585922 -703634.16653899185))"
"MULTILINESTRING ((1398073.8987929337 -704948.25854461885,1398066.7884999891 -705222.5063234882))"
"MULTILINESTRING ((1400432.8952455095 -705460.93828689167,1400256.2243566331 -705506.43895233073))"
"MULTILINESTRING ((1401155.6818024169 -707656.52875872352,1401197.2761096808 -707596.80854275625))"
"MULTILINESTRING ((1398891.5652491471 -704757.86288138072,1399053.3827161889 -704741.85503290838))"
"MULTILINESTRING ((1397994.4649654881 -702218.52735771867,1398008.6578428354 -702297.79255336046))"
"MULTILINESTRING ((1409975.0237895953 -729701.51422632358,1409866.9952552526 -729438.23250561219))"
"MULTILINESTRING ((1400338.2293793343 -706754.74921232334,1400403.7934603898 -706741.74554370774))"
"MULTILINESTRING ((1395976.2992854465 -702268.27047963068,1395901.5359678452 -702360.73642828804))"
"MULTILINESTRING ((1398458.4954697669 -707069.08770972502,1398542.114438042 -706947.26996441709,1398661.8823076587 -706917.05246354931))"
"MULTILINESTRING ((1398519.0177569317 -703655.05320768896,1398479.8377207424 -703454.96984911954))"
"MULTILINESTRING ((1400214.6552242166 -711984.16767737933,1400083.1309461836 -711817.36811066221,1400012.7924567033 -711554.22856421908))"
"MULTILINESTRING ((1410101.4294767077 -730527.4873069321,1410067.2630437552 -730422.60845585272))"
"MULTILINESTRING ((1399850.1979714183 -709057.31787104567,1400000.0679236401 -709027.36296033754,1400029.7884301974 -708969.27983326779))"
"MULTILINESTRING ((1397984.0217450683 -706934.65303458541,1397905.1628529038 -707368.2327341811,1398004.0493112628 -707528.49905469641,1398217.0269482222 -707681.46360662032))"
"MULTILINESTRING ((1400987.2835413704 -709097.84968352108,1400951.2485517047 -709152.29189352214))"
"MULTILINESTRING ((1397040.6099466477 -705249.17312812584,1396820.6332122241 -705231.58422894403))"
"MULTILINESTRING ((1398408.9934290561 -702551.1655284306,1398391.1987063207 -702454.34567799966))"
"MULTILINESTRING ((1400042.8770588269 -706660.49724997324,1400177.445936016 -706661.92007055494))"
"MULTILINESTRING ((1398415.8969559243 -708481.37729351583,1398526.9380253227 -708600.43696538999))"
"MULTILINESTRING ((1400230.8988843437 -706856.07807913166,1400196.4599329636 -706864.84587645915))"
"MULTILINESTRING ((1401442.3832008822 -707261.15497631987,1401438.6185971408 -707519.30270892056,1401562.0193469189 -707849.36164797959))"
"MULTILINESTRING ((1378403.0702135398 -718957.8429161493,1378439.9871537162 -718933.95308084635,1378418.9731566773 -718813.38743842463))"
"MULTILINESTRING ((1377537.4984412701 -720525.55293169373,1377641.1537183018 -720532.30925686413))"
"MULTILINESTRING ((1378769.4111034044 -730625.19266441418,1378859.1657101221 -730654.03020903876))"
"MULTILINESTRING ((1378414.9047735811 -718994.61728742754,1378497.1224238123 -718982.24343356083))"
"MULTILINESTRING ((1383377.4539302227 -720536.46035852376,1383257.7431919444 -720511.56765749457))"
"MULTILINESTRING ((1392054.0152134558 -722773.08432878309,1391981.8070148837 -722673.14490123338))"
"MULTILINESTRING ((1381745.6585792887 -719077.25052995607,1381560.4543925677 -719098.78607155196))"
"MULTILINESTRING ((1389065.090373938 -723457.49107308511,1389161.5557583109 -723255.28854113608))"
"MULTILINESTRING ((1378769.4111034044 -730625.19266441418,1378797.1866612665 -730538.00685369282))"
"MULTILINESTRING ((1377244.1465445175 -720378.46395154053,1377080.5179339766 -720410.53870236559))"
"MULTILINESTRING ((1382338.6657378259 -723640.44733416592,1382396.8892942404 -723739.43792441254))"
"MULTILINESTRING ((1381889.6084404525 -721342.67477369728,1381921.138124329 -721329.05069551943))"
"MULTILINESTRING ((1379059.3224542995 -730502.93642705271,1378952.2140015401 -730333.75912550022))"
"MULTILINESTRING ((1382510.4806761034 -722334.56686050945,1382525.9970411346 -722242.64998806408))"
"MULTILINESTRING ((1385682.0896526051 -721687.03364165523,1385735.6752355094 -721647.84033412021))"
"MULTILINESTRING ((1386631.5346200236 -721722.73596004315,1386936.981325092 -721810.72725869017))"
"MULTILINESTRING ((1383055.1866826219 -719752.58103371761,1383157.3158352103 -719775.57678300771))"
"MULTILINESTRING ((1380619.0376884497 -724099.10955919873,1380651.2478225317 -724254.26141025918))"
"MULTILINESTRING ((1386201.8569331302 -724249.25657175318,1386093.2625905843 -724249.69515372172,1386075.9946317398 -724165.29053391831))"
"MULTILINESTRING ((1381560.4543925677 -719098.78607155196,1381438.2471316264 -719068.05000952655))"
"MULTILINESTRING ((1384704.6759695255 -719814.02189384517,1384582.4219403474 -719830.63266801916))"
"MULTILINESTRING ((1382989.0001451196 -719740.84496558213,1382900.0533761384 -719705.19227076694))"
"MULTILINESTRING ((1376488.1784216615 -725333.7667154813,1376625.186331775 -725346.72489765903))"
"MULTILINESTRING ((1377301.0631882027 -720742.70706104499,1377312.92205427 -720816.80307364452))"
"MULTILINESTRING ((1379655.8958922594 -730692.50779190543,1379668.2202722942 -730698.28012078116))"
"MULTILINESTRING ((1382437.8898056434 -729962.48238337121,1382387.1742763603 -729932.03830448573))"
"MULTILINESTRING ((1389564.8886640645 -723150.26778996515,1389568.2484833736 -723288.721558608))"
"MULTILINESTRING ((1415437.4619759577 -742804.63511211274,1415540.363898505 -742786.76923430001))"
"MULTILINESTRING ((1401578.4362311321 -728637.54042602726,1401684.892377883 -728826.14279583143))"
"MULTILINESTRING ((1394532.0111414655 -737042.73251333856,1394426.3169483554 -737080.46797905851))"
"MULTILINESTRING ((1410466.517716205 -741066.98021444783,1410486.9688370477 -741145.534092188))"
"MULTILINESTRING ((1394097.0839306496 -735123.9350425537,1394097.2497956031 -734983.88727709756))"
"MULTILINESTRING ((1407342.1096024511 -733352.15799753973,1407098.1353092468 -733480.39069949149))"
"MULTILINESTRING ((1401431.0766130721 -739083.82285034598,1402003.4608424271 -739163.31628635887))"
"MULTILINESTRING ((1409278.862324276 -741366.89412159554,1409088.6995281524 -741390.40878308029))"
"MULTILINESTRING ((1410400.0736327465 -740695.6196309278,1410441.7942784398 -740721.63362533215))"
"MULTILINESTRING ((1402246.5760627233 -726643.12465158594,1402203.0141933081 -726605.12529819389,1402210.3505956919 -726507.03391258267))"
"MULTILINESTRING ((1414701.1247630657 -748887.49908422807,1414628.3186631936 -748919.327440736))"
"MULTILINESTRING ((1387197.4918944619 -725508.38253357657,1387375.006031187 -725606.46994330222))"
"MULTILINESTRING ((1409612.2865434869 -741352.8208706819,1409659.0677519825 -741551.2830040023))"
"MULTILINESTRING ((1381683.1525714207 -731045.57017431001,1381407.511604201 -731323.98921671719))"
"MULTILINESTRING ((1381323.6201005301 -719200.11327176809,1381369.1664092508 -719434.31162728253))"
"MULTILINESTRING ((1385746.839917135 -722535.28198918793,1385673.8637237512 -722617.48590459325))"
"MULTILINESTRING ((1377668.5182910152 -721347.27436882583,1377717.2385470618 -721281.90580212418))"
"MULTILINESTRING ((1385324.6026970125 -720729.93016251631,1385277.840153286 -720796.91227186448,1385226.9470594875 -720782.51650202426))"
"MULTILINESTRING ((1386026.7459155296 -723380.13439219503,1385874.2798116375 -723237.63721769361))"
"MULTILINESTRING ((1377427.2921146469 -721198.85973634082,1377533.1539355589 -721419.79999182478))"
"MULTILINESTRING ((1384163.3258544449 -720100.26610502752,1384230.72262907 -720156.16886947129,1384218.071506313 -720346.89654878271))"
"MULTILINESTRING ((1384101.8005725092 -719537.95865908882,1384005.0652382488 -719534.13869720686))"
"MULTILINESTRING ((1378986.2654778918 -723301.2057477209,1379050.2237314591 -723336.06255306874))"
"MULTILINESTRING ((1377395.141844345 -721834.29020798532,1377679.1355701366 -721701.67116773443))"
"MULTILINESTRING ((1382114.7056785948 -720059.43898189126,1382120.2129063453 -719990.99845550011))"
"MULTILINESTRING ((1378642.7335690367 -723327.42178996722,1378721.7933070951 -723377.4729750281,1378794.6403757902 -723304.5699044792))"
"MULTILINESTRING ((1400619.271025911 -708441.99583592871,1400873.4725052039 -708415.57891120308,1400947.8867021396 -708454.04820504028))"
"MULTILINESTRING ((1399157.7414318004 -707137.42196841841,1399249.6195889446 -707203.43484035693))"
"MULTILINESTRING ((1400959.380039287 -709775.11960733682,1400943.7968775239 -709674.94337598048))"
"MULTILINESTRING ((1398306.1023162941 -705975.59185993066,1398239.0639294235 -705863.56405860523))"
"MULTILINESTRING ((1399341.8866486489 -705876.70829720818,1399208.2293251292 -705917.89177568152))"
"MULTILINESTRING ((1397386.5814425864 -705668.25298365299,1397335.1079692964 -705632.82782729226))"
"MULTILINESTRING ((1397990.9911659111 -702298.7345570547,1397986.7485030158 -702385.71852258977))"
"MULTILINESTRING ((1400603.8591336454 -706524.54543986009,1400673.2764363743 -706475.98887479282))"
"MULTILINESTRING ((1398277.0577017898 -702734.39765247249,1398290.8918377426 -702812.40828871331))"
"MULTILINESTRING ((1401323.314599735 -710245.06229415524,1401397.6919676119 -710234.51554554852,1401401.794446283 -710311.54141951771))"
"MULTILINESTRING ((1397900.0935851678 -702233.74556443898,1397889.9341370084 -702177.01788879966))"
"MULTILINESTRING ((1398330.1516129556 -703683.90858407412,1398352.2625087884 -703761.94115291373))"
"MULTILINESTRING ((1402255.3991977836 -711519.83211669291,1402438.9595521127 -711439.5397282606))"
"MULTILINESTRING ((1401225.9623553341 -709787.44392043934,1401351.4340216219 -709808.58969610871,1401434.6766341568 -709951.86741811328))"
"MULTILINESTRING ((1399109.3554214281 -705184.19809814903,1399055.2177411411 -705218.77552993177))"
"MULTILINESTRING ((1398097.3088354433 -702098.14036031382,1398028.981344722 -702106.28565455275))"
"MULTILINESTRING ((1399301.4337681476 -706099.58118602633,1399246.3987962946 -706063.34359807032))"
"MULTILINESTRING ((1399913.0010301641 -706066.40264893125,1399823.5182058113 -706109.87089007243))"
"MULTILINESTRING ((1400709.4713714588 -707375.04850184836,1400818.6047262361 -707248.16993389826))"
"MULTILINESTRING ((1398715.7993077429 -706409.06766523316,1398782.3814649759 -706424.60584283154))"
"MULTILINESTRING ((1410626.3924897076 -731171.78304252424,1410559.4009842416 -731165.31701662089))"
"MULTILINESTRING ((1410559.4009842416 -731165.31701662089,1410538.5329233576 -731095.21956274845,1410483.9102898063 -731097.59541729221,1410488.2995841119 -731176.91140410828))"
"MULTILINESTRING ((1378890.578554936 -724573.8448082963,1379201.4933371218 -724845.20524649497))"
"MULTILINESTRING ((1379519.509933511 -730883.21479507408,1379655.8958922594 -730692.50779190543))"
"MULTILINESTRING ((1377901.3108291323 -722491.26461042685,1377977.8152981235 -722435.23456215486))"
"MULTILINESTRING ((1379496.7332159241 -718747.07004605292,1379496.600689579 -718819.75724693411))"
"MULTILINESTRING ((1383640.1756644493 -720164.08865279285,1383699.4722167724 -720034.1896442927))"
"MULTILINESTRING ((1388407.9754183663 -724783.10040463135,1388329.4705338415 -724621.14684732328))"
