WKT,NAME,COUNTY_FIP,STATE_FIPS,Shape_area,Shape_len
"POLYGON ((1400185.2269449853 -703852.50280921697,1401691.863339294 -707418.44538283453,1402922.7331325659 -710478.52899092354,1406412.7596218148 -719739.84622658289,1408213.5269859112 -724783.91756929306,1411159.2748486954 -732245.84649477317,1412340.3121851212 -734852.16745786916,1413161.6498267867 -736356.92712123925,1413740.1802749147 -737178.90110810671,1414396.5330409934 -737496.82065973151,1414773.5834684337 -737785.70071430271,1415003.0162621487 -738285.23379259917,1415264.3283695437 -738704.21585827006,1415431.1293837819 -739534.19497431221,1415605.4008497836 -740048.28282225714,1416107.5056079982 -741164.78587388969,1416238.1259604474 -741618.14804864384,1416701.9434977467 -742804.72381893534,1416856.1784545323 -742937.2157170024,1416917.3148156507 -743088.05484423973,1417099.4741753722 -744255.11534158874,1418054.6091354615 -747994.27184461546,1418750.7815535292 -750173.42608067242,1419268.2770708089 -751492.37270208413,1420316.3762959249 -753750.82521072531,1421282.0534579982 -755632.43545485148,1422505.5615278375 -757729.67611805012,1423245.275066301 -758787.64844306593,1423402.6447384481 -759447.90338906192,1425125.1063320877 -762846.83606892813,1423763.7636561582 -763074.98254566966,1423705.5746621538 -763395.98597284488,1423465.4836908206 -763922.18522071419,1423298.8371317452 -764016.29354139534,1422824.3891369435 -764130.94169170223,1422335.4716558484 -764499.20847674098,1422052.6342051828 -764627.60868858267,1421968.9198921807 -764597.52458083187,1421825.4603772012 -764395.26870551042,1421714.2944715433 -764320.00075306743,1421601.994176287 -764323.91990871262,1421424.8289870915 -764446.01746306976,1421245.6390550165 -764263.91628221108,1420982.5592968008 -764212.68642571766,1420915.1457122394 -763869.5088768967,1420642.6748580721 -763731.83866536082,1420566.1349203412 -763739.658377819,1420479.5737659824 -763834.11329031282,1420482.77063718 -764026.75952006737,1420429.5613472345 -764118.0843211899,1420221.8983729212 -764220.94099860103,1420193.8360851142 -764386.10712445178,1420063.5125590523 -764386.1724747871,1419969.7351056482 -764478.66200790391,1420017.1197272416 -764629.26685005578,1419928.7377392848 -764713.1712331149,1419928.4922787608 -764873.90807102236,1419677.0904567416 -764806.55183391657,1419629.4605759007 -764836.97246135504,1419727.750463916 -765121.84181764722,1419878.9687562636 -765150.02229017927,1419934.2594242196 -765230.77713430184,1419896.4557994828 -765294.74096313841,1419805.1210914655 -765307.29836046021,1419623.1023843344 -765160.01953244186,1419517.5520323447 -765186.42453107552,1419528.5704228661 -765322.83049331314,1419669.285848405 -765398.40681914461,1419688.7145439831 -765453.93536606734,1419367.4929108594 -765603.75662218279,1419549.0781147727 -765746.2734594401,1419378.6200021235 -765753.02538269432,1419267.5127248694 -765896.56503928523,1419120.7027511797 -765906.3278274436,1418888.7843887084 -766109.92742674996,1418803.3486042807 -766010.25150166196,1418697.350448899 -766103.80489235569,1418617.8796469283 -766015.36678728508,1418399.6550103086 -766073.44479829294,1418311.6632956981 -766014.2525422913,1418316.1236572079 -766123.08830099599,1418237.263676523 -766098.84234373679,1418242.9310856978 -766234.90236208146,1418134.5917289006 -766259.38846871408,1418100.5773853057 -766314.2274015107,1417991.9549840945 -766279.61287818162,1417741.6503588911 -766300.72085176595,1417675.4617687981 -766236.32960480324,1417517.0325766981 -766213.46973420738,1417076.3913977975 -766292.01933528564,1417058.4037264085 -766402.25638239842,1416913.1903116615 -766543.43113298248,1416722.1091157384 -767312.86167546257,1416605.8107069212 -767334.6889733522,1416567.8591746399 -767388.13678501826,1416350.2097945861 -767420.81774715811,1416195.510970125 -767366.50987818139,1416042.1587839809 -767261.36720352701,1415651.2099678842 -766815.38408941822,1415499.5397489436 -766721.08729608892,1415371.6702462481 -766545.90784718643,1414776.4148385841 -766388.07869121467,1415279.9139417284 -769442.20473477815,1396236.8575040558 -772742.32198251819,1393778.592132671 -757742.41652156867,1393418.3169483272 -757627.43309033278,1392997.9306339961 -757418.97815260419,1392072.7697707161 -756825.46775326366,1391740.4005367993 -756044.22498031892,1391390.481706789 -755603.34327086539,1389686.1727294084 -754354.32705607347,1389437.1190644128 -754080.70671293151,1389104.6289025517 -753588.35188891506,1388396.1202496465 -752307.15324981674,1387141.4759088394 -749814.25314372987,1384787.4387092793 -746110.08150285797,1383814.0178837059 -743894.22831850871,1383309.2105672192 -742359.8883845635,1383221.8371725939 -741829.24879265693,1383231.6442345714 -741498.62773718045,1383682.4038855708 -739417.82082789706,1383714.938857839 -738909.55813831231,1383542.5770793953 -738117.71536222147,1383325.0847838521 -737453.80846093257,1382666.8904261491 -736415.17090096616,1382215.1217628343 -735943.95363747573,1381828.49779896 -735632.59333931352,1380590.1132744174 -734861.78635067341,1376191.033024404 -732919.22158611624,1375340.4978379686 -732491.36215947254,1374947.628111393 -732253.36522705667,1374442.8445881002 -731834.13342404284,1373960.3929772626 -731196.61183292302,1373662.6430229528 -730615.02767874906,1373439.1009767135 -729864.7089943412,1373267.0098689038 -729031.23102345632,1373075.0497269344 -727307.78633503057,1373073.9288641091 -726529.21615328896,1373411.096414533 -725389.88445168978,1373553.6967610733 -724559.82559387968,1373464.0864693525 -723762.53832674283,1373176.6771820611 -722745.74293786357,1373052.5447186979 -722014.85149691056,1374049.0048757906 -720138.63343937381,1375760.2625515079 -719849.01895100018,1377934.2936193701 -718226.66230357345,1378126.509511556 -718139.39503065392,1378641.0425433165 -718051.39963540039,1380345.8809747277 -718296.53643176565,1380855.8597014586 -718490.68747731135,1381025.6584297086 -718496.85377308773,1381049.5790395846 -718565.20986552129,1381060.6879956936 -718485.13536181685,1381071.3268000123 -718528.39897518535,1381076.6951199304 -718487.50224568066,1381184.4392673089 -718519.31137000222,1381192.7366750876 -718573.88668430119,1381192.5617937283 -718524.72420922213,1381240.3291921203 -718574.52030877781,1381483.3847745974 -718512.8413095487,1381598.8386915291 -718563.92131761229,1381596.6122695876 -718529.75227120868,1381838.3902597323 -718478.40190717531,1381969.2906437763 -718544.45220923726,1382088.5398874378 -718450.47646314534,1382302.0683792687 -718410.79784684489,1382464.25600769 -718459.95260688697,1382603.1254252857 -718601.40305814345,1382777.0837804659 -718633.24556557823,1382839.6874912065 -718743.19123075379,1382983.8511966011 -718745.46188232349,1383131.057026979 -718867.67388671206,1383200.9580939056 -718849.34389415267,1383273.8509529363 -718949.18680005381,1383321.4100133989 -718890.2713122539,1383447.0874652569 -718970.97141730413,1383439.5900850699 -719037.0874975475,1383473.0510967516 -718970.71087354142,1383735.2760824785 -719065.14882768702,1383748.6129135191 -719106.03358640929,1383795.8394041234 -719013.72830619302,1384044.627560124 -719058.8329023819,1384263.605592923 -719000.02267894684,1384442.5918344173 -719036.98523173586,1384562.0369641855 -718975.45326172793,1384612.2641504572 -719015.60136672703,1384754.7333722031 -718881.30869731144,1384955.0294910553 -718889.70108912676,1385060.5842370272 -718837.31779691891,1385115.15786448 -718744.02354103641,1385320.7510224876 -718740.45775273733,1385401.5279051648 -718629.17713397346,1385600.24964556 -718588.3054225673,1385669.0001183627 -718638.37341123633,1386031.167981538 -718456.79156241124,1386134.0915912588 -718467.58406702278,1386310.8899801651 -718400.58884453471,1386398.6474253912 -718438.82085659285,1386685.4807014971 -720161.50660729734,1396688.0734176 -718481.03017969267,1393859.0368365149 -702407.83281268575,1399188.4049766078 -701496.33160481707,1400185.2269449853 -703852.50280921697))",ST. JOHNS COUNTY,109,12,18772038393.40000200000,716694.46236100001
